candidate_rank_v288,added_loan_id_v288,added_loan_amount_v288,added_mean_return_v288,pricing_block_ids_v288,relief_milp_success_v288,relief_milp_status_v288,relief_milp_gap_v288,drop_count_v288,drop_exposure_v288,drop_mean_return_v288,return_delta_after_exact_relief_v288,objective_return_after_exact_relief_v288,exposure_after_exact_relief_v288,source_min_slack_after_exact_relief_v288,max_source_share_after_exact_relief_v288,source_cap_violations_after_exact_relief_v288,first_source_block_family_v288,first_source_block_id_v288,cvar90_after_exact_relief_v288,budget_source_cvar_feasible_exact_relief_v288,return_positive_exact_relief_v288,exact_relief_entering_column_v288,cardinality_preserved_v288,cardinality_after_exact_relief_v288,claim_boundary_v288
299,160508188,11200.0,278.0362403815413,grade=A|score_decile=0,True,0,0.0,4,11350.0,277.3334797651132,0.7027606164280655,3103.245175802254,843475.0,2.7195389862066932e-05,0.8999673967811731,0,,,98339.15073561847,True,True,True,False,168,rank 201-400 exact joint source-relief diagnostic only; not global pricing
225,136159895,40000.0,314.6796455411974,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-666.7733878434981,2435.7690273423277,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99140.38949758696,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
231,127507664,40000.0,312.6284181589897,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-668.8246152257058,2433.7177999601204,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98984.34371357743,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
230,128661769,40000.0,312.6284181589897,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-668.8246152257058,2433.7177999601204,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98984.34371357743,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
229,127960662,40000.0,312.6284181589897,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-668.8246152257058,2433.7177999601204,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98984.34371357743,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
228,128092031,40000.0,312.6284181589897,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-668.8246152257058,2433.7177999601204,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98984.34371357743,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
243,135596389,40000.0,307.34412148388225,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-674.1089119008132,2428.433503285013,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98606.30010272632,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
261,155359072,40000.0,298.75274395670164,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-682.7002894279938,2419.842125757832,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99914.5564678495,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
263,140247987,40000.0,297.7587082783001,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-683.6943251063954,2418.8480900794307,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99193.8286532449,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
267,148115741,40000.0,294.9786164910703,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-686.4744168936252,2416.067998292201,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99464.23338947103,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
270,137912346,40000.0,292.45151174754903,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-689.0015216371464,2413.5408935486794,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99086.45181239849,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
279,150979279,40000.0,287.41009006705576,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-694.0429433176397,2408.4994718681864,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99465.7327202246,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
283,142241189,40000.0,284.0090666733453,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-697.4439667113502,2405.098448474476,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99617.5214885602,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
284,143048233,40000.0,284.0090666733453,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-697.4439667113502,2405.098448474476,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99617.5214885602,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
343,130519107,39100.0,260.86962774228385,grade=A|score_decile=0,True,0,0.0,3,39200.0,962.4461195806755,-701.5764918383916,2400.9659233474345,843525.0,1.8488337880206984e-05,0.8999733262203254,0,,,99142.25262046503,True,False,False,False,169,rank 201-400 exact joint source-relief diagnostic only; not global pricing
312,148097934,39600.0,272.46401516611564,grade=A|score_decile=0,True,0,0.0,3,39800.0,975.24705742259,-702.7830422564743,2399.7593729293517,843425.0,3.5903474188470064e-05,0.8999614666390017,0,,,99692.46069360408,True,False,False,False,169,rank 201-400 exact joint source-relief diagnostic only; not global pricing
320,128245827,40000.0,269.1429243579436,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-712.3101090267519,2390.232306159074,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98579.91062130548,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
323,135014212,40000.0,268.1237854442036,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-713.3292479404919,2389.2131672453343,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99268.80451189795,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
326,130404803,40000.0,266.8742994805969,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-714.5787339040985,2387.9636812817275,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99129.08685529768,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
325,130808275,40000.0,266.8742994805969,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-714.5787339040985,2387.9636812817275,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99129.08685529768,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
356,140432752,40000.0,255.39978656180384,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-726.0532468228917,2376.4891683629344,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99989.39087626393,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
357,140575001,40000.0,255.39978656180384,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-726.0532468228917,2376.4891683629344,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99989.39087626393,True,False,False,False,170,rank 201-400 exact joint source-relief diagnostic only; not global pricing
